Review	Score
The vibrations produced at touching piano keys are transmitted to the microphone. It now rest at bottom of a box.	0
"MY experience with crybaby is it has a great tone.  More overbearing than the Vox or cleaner wahs.  BUT I know several people who have had problems with the switch, and I have watched countless others stomping on their crybaby in futile attempts to engage or disengage the pedal.I actually use a BBE and Vox since this frustration with my 1st wah.  But I am not sure that I am giving up tone in exchange for the headache avoidance!  I kinda think I am.  The VOX and BBE seem to have a brighter sound which is less ""wah-ed"" if you will.  It could be accentuated by me playing a Strat instead of the Les Paul Custom/Boogie combination I used with the crybaby."	1
"Received it in time, standard blister packaging but the cable stopped working after 45 days. Since I was out of 30 days return time, sent an email to the manufacturer but no response till today."	0
I was getting errors that my printer cartridge wasn't recognized and I sprayed some on the contacts and wiped off the excess with a paper towel.  Now it's working!	1
"Hosa cable quality can be all over the place, some of their products are good (sound good, reliable, long lasting) and some of their products are not good (affect sound negatively, break prematurely, short useful life span).These guitar cords are actually quite nice, they feel good (gooey soft rubber jacket like Mogami), they sound good and so far they are working reliably, the rubber jacket is about .25&#34; in diameter (by eye) and there is a short heat shrink overwrap to add strength where the wire enters the plug.I bought these when I needed cables fast for an internet concert, we had lots of pedals and signal splits to connect up. These cables arrived in good working condition and we've been using them continuously since.We have over a dozen tube amps and are very particular about sound degradation but so far these cables have not disappointed anyone.I would buy more if I needed them."	1
"Can't believe they are still selling these things at full price with the old 30 pin connector.  I have lots of pads but none still have the old style connector.  This is now a boat anchor.  To buy a 3 meter cable from them, they charge $40 for the cable, $15 to ship it and then tax.  The extortion here is almost Monster cable like.  These folks should be embarassed."	0
I've owned the same one for 10 years and it's still going strong after many gigs. The spring tension is just right.	1
"BY FAR the best distortion pedal out there. No doubt about that. Several of my friends use this pedal, and they all love it. I also see many popular bands using this distortion pedal. It's great for medal. It have a nice punch to it along with a great &#34;cut&#34; so you're palm mutes don't blend into each other like other pedals. There are several knobs offering seemingly unlimited combinations. AMAZING"	1
So far the ones I have used have all threaded nicely into our 16u rack. There are exactly as described and do the job. What more can a guy say about a little box of screws? Maybe I should post some pics of the little buggers in action?	1
"I thought something was drastically wrong with my guitar but it was these strings, they buzzed and move so much they hit every metal on every fret."	0
should have paid a little more and i guess im spoiled with 2nd day...these have been ordered for a couple of weeks...you seem to wait forever to save a few bucks...i odered for some buddies and hear about it every day...hope they work when they do finally arrive..good luck	0
"I own lots of hosa cables they are cheap and quality is there. I've only recieved one bad cable out of around 50 or so. I use a lot of these guys and if they work when you get them, they havn't failed yet."	1
"I currenty use two types of capos - the Kyser one and Shubb capos.  Both are the most popular capos around but have different strengths and weaknesses.The benefits of the Kyser is that it is the quickest changing capo I've come across, doesn't require tension adjustment, and can clip to the end of the headstock when not in use.  The primary benefit of the Shubb is that it has adjustable tension (and second, it's smaller).The main drawback of the Kyser is the lack of adjustable tension.  Because it's designed to work across the fretboard, it will apply more force than necessary to clamp down the lower frets, causing frets to wear faster over time.  Because of this I prefer to use the Kyser on my less expensive guitar and the Shubbs on the guitar I baby."	1
Disapointed. The sensors are not providing a clear full bright sound. It sound muffled. I will have to replace it soon.	0
"This particular brand I've seen around and haven't heard to much about them, but the one that I got worked fine for about a couple days. It went out and I sent it in hoping to rule out the possibility that I MIGHT have gotten a bad one.And I requested in a letter when I sent it in that they send another one in exchange, That didn't work out so well, with that being the only way I COULD RATE it and never receiving a replacement to verify that i just got a bad one, I'd have to rate this one at the bottom..."	0
"This is an update to my original review because I have now fully tested two of these capos.  I'm truly surprised by all the good reviews here.  I'm not sure how it's possible.  I've already outlined below in my original review that these are not Jim Dunlop capos.  I had purchased two, which I have now given away to student players as I cannot use them.  I tested the capos on a standard acoustic and also an electric guitar.  The E string buzzes when the capo is applied and no amount of adjusting the capo would stop the buzz from occurring. Both capos had this very same problem.When I received these capos, I noticed right away that they were not the same excellent quality as actual Jim Dunlop capos.  The craftsmanship was visibly lower quality and the materials used are a lesser quality than official Jim Dunlop capos.  The rubber has a strong odor and there is no brand-name printed anywhere on the product.  As a professional musician, I need to purchase reputable brand-name products because I can't afford to have my gear failing during performances.  I have no idea about the future performance of these capos because they have no apparent brand, and no measurable reputation.  When I contacted the seller, they were not honest with me."	0
"Compression/sustain wise, this unit is decent but I cannot abide the noise ... I tolerated it for a while but wound up pulling it for a cleaner compressor ..."	0
"There is a problem with the design.  When you move the head, the 3 little plastic pieces that hold the ball that allows you to rotate the head, just break off.  The tuner itself is great, but the product fails because it broke in 5 minutes."	0
"I have a few Shure SM58s which cost more.  I like the open sound of the PG48 but vocals seem to break up more at higher volumes than they do with the SM58s.  I like this mic ok but the SM58 is worth the extra money I think, especially if you expect to push its capability."	1
"The TASCAM TH-2000 headphones are like putting a pair of studio monitors on your ears! They are great! Excellent bass response (not muddy at all), tight mids, and clear highs. To boot, they are extremely comfortable as well. The foam fits nicely around your ears, conforming to the contours of your face. They are adjustable, so if you have a huge head you can still wear these. The only drawback that I can see, and I don't really even consider this a negative, is the coiled cord. Some people may not like that. All in all these are great headphones - I have listened to all varieties of music with them, monitored recordings with them, etc... excellent! By the way, they also are pretty good at cancelling extraneous noise in the background, making the music come out clearer. Kudos to Tascam for making such good headphones!May 12, 2014 UPDATE ------These headphones quit working after just a few months of working properly. I have a couple pair of inexpensive behringers that have lasted through more abuse and are still working. What a disappointment!!!"	0
"Well, what can I say? Based on the customer reviews, this purchase seemed like a no-brainer. However, after only 4 months of light use (used on my rig at home) it is toast. The cable barely holds a signal now (constantly need to jiggle the thing to work). And before you ask, &#34;is it perhaps your output jack?&#34;, all of my other cables work with my gee-tar. So it is definitely the cable :(Anyway, I gave it 2 stars because while it WAS working it sounded great through my Roland JC120."	0
"I can't say much about this product.  I tried it twice.  It seemed like it kind of cleaned the strings, but I really didn't notice any great change.  The strings didn't sound betteer or brighter.  Now, it sits in my drawer and collects dust.  Maybe I will try it again at some point, but...."	0
"I've been using these for about 3 weeks now - they are strong but flexible and don't seem to develop kinks or bending ""habits"" if you roll them up the proper way.I've seen and used some better cables but not at this price point.  And I've certainly seen quite a few worse!  This is a pretty good sweet spot, in my opinion."	1
"UPDATE: received 6 of these. 5 are ok but one has a bad weld joint at the top retainer. It was held by only one small tac weld.I got what i paid for. cheap price and cheap product. no excuse to make this kind of low quality guitar stand, putting a $500 guitar on this is asking for guitar damage when the stand falls apart. not worth the time & $ to send it back to amazon. One star only for this product. Good chance that you will get a crappy one if you order this. Less than one star for this piece of ......"	0
"In my experience these cables were not great.  The connectors rattle, they are made of cheap materials and the cable subsequently had a ton of line noise.  I can't expect miracles at that price-point but I certainly expected better. I avoid this brand of cables."	0
"I don't believe there is such a thing as a perfect capo, but this one is quite good.  For those with reasonably strong hands it is pretty easy to use.  It does a very good job of compressing the strings to the frets and is definitely well built.  It is as with all capos,  important to take it off when not in use so the ""rubber"" does not get grooved.  This is just good common sense.  If this lasts a couple of years I will definitely purchase another."	1
Good quality cable and sounds very good	1
"If I didn't think that purchasing these items from Amazon I wouldn't do it, plus and more important I have worked as a Purchasing Coordinator for over 25 years now I know how to save money and if purchasing that are great and believe me or not I can find even cables that I can't find in RadioShack, Best Buys no where else, I have done a lot of Purchasing not just for myself, but for business. These Ladies and Gentlemen know what they are doing and they know how to take care of business in the right way, I would like to apply for a position with them.Regards,ffsalsa"	1
"Purchased primarily for Rocksmith and it works very well for that.  Still learning how to play, but like the feel of this guitar.  Looks great and plays great.  Was packaged very well.  Only needed minor setup adjustments. I would recommend getting strap locks."	1
"After receiving theDunlop Dual Design Straplok Systemalready installed on my Gibson Standard electric(7.36 lbs.), and liking them, I decided to try installing them on my Gibson Studio electric (7.23 lbs.). Noproblem. Just follow the instructions exactly and they will work perfectly.I had no problem either installing them nor using them since the installation. Money well spent makingsure my stringed instrument does not accidentally fall to the ground. Besides safety I also like being ableto swap out my straps on my guitars. It's a nice convenience. If you are so inclined you can use the samestrap for all your guitars.If you are not sure if they will work on your brand guitar seek out an online forum and either search thatforum for the answer or join and ask your questions. You've got a pricy piece of wood there and will wantto take care of it properly.What I don't care for, but feel okay with because they work so well, is how big they seem to be. Theydon't get in the way when being used but look almost out of place. That is why I chose Black for mysecond set. Helps keep the product's profile down a bit. Other than that, the product works asadvertised....NOTE: As of June 2014 I have installed two other sets and all are still working as expected. Do rememberto check and make sure your hardware is secure. After repeated use the screws can come loose and therewill be trouble if this happens. Do NOT use any glue in case you need to swap out the Straploks in thefuture."	1
"I purchased this to connect a Sennheiser E825 mike with guitar amps. This requires, of course, the addition of a 1/4 inch adapter plug. The cable itself has worked perfectly and proved both durable and of a suitable length at least for jamming with friends and playing in small venues. Recommended.UPDATE: I marked this product down one star after a connector fell apart during what I regarded as relatively light duty. The set screw fell out and could not be found. I've had similar problems with other Pyle products. If you buy them, I recommend tat you get a micro-screwdriver set as well so that you can tighten te connector screws before you have a similar xperience."	1
"SummaryAcoustic sounds &#34;ok&#34;, but noisy in weird ways. I returned it. Price seems high for what it is and vs. alternatives in the marketplace.Pros- Boss case is metal, mechanical design is durable- standard 9V power, and the power jack is on the back where it belongs.- variety of acoustic sounds possible. (personally, I only thought 1 of them sounded realistic at all though)Cons- fizzy noise integrated with notes played (or chords)- generally kind of noisy in the pedal chain- While I have several Boss pedals, I think they always make the knobs too small and the font/print too small. I prefer pedals with larger and fewer knobs that can be tweaked with your toe if needed while playing.Details:The basic concept is good. I had an AC-2 (prior model) and sold it because it had a noise problem where there was a fizzy noise when you play a note. It wasn't in between the notes or when not playing, it was integrated with the sound of every note you played (or chord) and you could not filter it. It was also just noisy in the pedal chain. Adjusting your guitar volume down for higher gain pickups helps some. However, I sold that model because I didn't want the pedal in the chain with everything else and I wasn't happy with the sound. At the time, the AC-2's were selling for about $85 new. Boss since redesigned AND raised the price significantly on the AC-3.I bought the AC-3 hoping they had improved the issues of the AC-2 -- and they did, a little. But not enough to keep it. I returned it after a week because it still has the same basic issues, just not as pronounced. I think the AC-3 could work for gigging, but there are other choices that sound as good for $25 instead of $130 to $150 (with tax and/or shipping) so to me, the boss pedal is overpriced and not that great.I opted for a Behringer acoustic modeller instead. They make two -- a &#34;300&#34; and a &#34;400&#34;. The 400 has reverb on the pedal. I opted for the 300 and got it for $25. I expect the durability will be lower on the Behringer than the Boss as it has a plastic case. However, this is an effect I pull out just once in a while and since I can buy 4 or 5 or 6 Behringers for the price of a Boss....if it breaks...I'll just buy another.I also have a Boss GT-100 multi-effects unit. You can get the same or similar acoustic modelling sounds out of that, out of the Behringer or out of the Boss AC-3. The least cost effective of those choices is the AC-3 - and it has noise issues the other two don't have.I'm not saying its a bad pedal, I'm just saying it wasn't the best choice for me when considering the cost, the sounds, and my usage model. If they would fix the noise issues, I might have even kept it. I did opt to keep the Behringer for those times I'm using a discrete pedal board and want an acoustic model effect. This Boss pedal just didn't work that well for me."	0
"Seriously?  The Shure SM57 sets the standard, which by all other instrument microphones are judged.No kidding.  They work great with guitar (for a REAL acoustic guitar sound, drums, congas, tablas... You name it..  if it's an instrument the SM57 delivers.I hear it's good for vocals as well.  When the President gives a speech, the SM57 is there.In my experience a vocalist better have above average pipes to use the SM57.  The SM58 is better suited to those who lack vocal projection (most wannabe's).For instrument sound reinforcement...  bar-none... the best."	1
"This pedal, in short, sucks.  There's no point to having an A/B pedal if it adds a huge amount of hiss to your sound. Behringer needs to go back to the drawing board with this."	0
"Stopped working all by itself. Fresh battery didn't help.Fortunately, I've another, plus a Korg and an two Intellitouch. (I've 2 fiddles and 3 guitars)The Intellitouch is simply ""champion!""."	0
A nice addition to my recording home studio!  I recommend it for any one who records ballads or light classical music.	1
"I honestly don't see the purpose.  It doesn't seem to have improved my experience with my strings on my guitar.  I've used it a few times, but don't see the benefit.Edit 5/30/13:After coming back to read the other reviews, it's obvious what happened:  This was shipped to me completely dry.  There was no grease/lubricant qualities.  It was like a dry erase pad.  They need to improve their quality control.  I'm changing my rating from 3 star to 1 star.  They HAVE to find a way to fully secure this gap or maybe consider enhanced vacuum sealing packaging.I would suggest if you receive this product and it hasn't dried out yet, to place this product in a air-tight ziplock bag to reduce the likelihood of this drying out."	0
"The Gain on this mic isn't the greatest, but for speeches and soft recordings: this guy can handle it all very well!"	1
"Don't know what I expected for such a cheap price, but this product's quality is in line with its price. Also, the fit over my ukulele's fretboard is very tight, making it hard to put on and remove."	0
"I've played guitar for 5 years. Seen many different capos, but none that quite satisfies me as the Kyser.You really can't go wrong with this capo. It is very mobile, easily adjustable, sturdy, and durable.What's good about this capo is that you can use it as a regular 6 String capo and still turn it around to use it asa Cut capo. The transparent rubber piece does the same job.It comes in different colors also.I own the black, silver, gold, and camo Kyser capos.I also own the Cut Capo for other styles.I recommend it!All the capos I've had from Kyser are still in great conditions.Use them all the time at church and at home"	1
Well... its a stand..  its super cheap and i don't mean the price.  the edges are sharp and the piece that holds the neck of the guitars is leaning too far back.. i stuck some cardboard under the rear post to help keep that back brace more up right and no leaning back.  its going to work but i bumped the bottom with my bare feet and it cut me pretty well.  Instructions were ok..  came with more parts than what were required... all holes filled and i have  of of each part extra.. the guitars do not sit very well in this stand... i will use it until i can find a better one.. it will get replaced.. i really should send this POS back to Amazon.  the concept is great but the execution of it sucks. it folds down but not sure i would use this as a portable stand..  there are better options out there for something portable.  this stand is worth 10.00 tops... if i had it to do all over i would save my money.	0
"if you go very high with the boost in frequencies, you will get noise in significant quantities. too noisy to please me for anything except experimentation. Pay the extra money and get something quiet. Others complained about this and they were right. If you want to experiment with equalization, its good and cheap. Some complained about each band boosting others. This is more of a user problem than manufacturing. If you want to isolate a frequency range, boost that range and then cut the ones before and after it and you'll get a narrow range. In this respect, its like an MXR 6 band."	0
"These are solid cables -- tight fit in receptacles, no introduction of noise, and no discernible loss of signal. Especially considering the price, these are brilliant. I was like some of the reviewers wondering if such an economical cable could be any good, but I trusted their judgment and gave these a try and so count me in among those who weren't sure but have become convinced that Hosa knows how to make a great cable, and to do so without the need to charge Monster Prices."	1
"I tried this in front, in the middle, and at the end of an effects chain, as well as by itself, plugged into the effects loop of my Mesa Boogie Mark V amplifier.  Whenever it is in the path, as soon as I engage my effects loop, the signal level drops considerably.  It did not matter whether the pedal was on or not.  The chorus effect is good, but I don't want my volume to drop every time I turn on my effects loop.  I have the loop balanced with all of the other pedals that I use, so I can't raise the send any more."	0
This amp plug is great for the price its 10 ft long the perfect size for jammin at home and it has a quality look to it aesthetically totally worth the price	1
"The industry standard for live performance, the SM58 has withstood the test of time and for good reason. These are the only microphones that I perform with, and the on/off switch makes it easier so I don't have to power down all of my gear when I am done practicing...I just turn the mic off."	1
I dont know what all the hype is over this thing.  The idea is good and its cute.  Its for kids and metal heads that want to play screaming guitar but not blow the windows out.  How many of these types of noise boxes do we need?  Not only for the price you need to have a speaker cabinet to go with it.  Go buy a 20 watt Roland cube at least you can play some clean guitar also.  Or any combo little amp.  It's for bedroom use only.  You have a external power supply to hook up to it then you need a speaker wire.  Being light weight as it is also if you move around with your guitar you will pull it off the speaker cabinet and drag it around the stage with you.  Just get a distortion pedal at least it stays in one spot.	0
"These picks do cut pick noise but with an acoustic guitar they wear very rapidly and leave a rubbery residue all over my guitar. I don't like the thought of what damage that stuff would do over time to the inside of my guitar with that stuff getting all over my pickups, etc. Big disappointment. I'm getting a lot of high string in my guitar sound and thought these picks might solve the problem. Back to the drawing board I go."	0
"i got this despite the warnings about it being too short for some people.  The strap is about 6"" too short for my Seagull S6 guitar.  I will say the build quality is great but too short, is and remains, too short.  I will keep this item and take it to a shoe shop or saddle repair place and have and extendo put into the strap.  I just can't understand how they can sell this a a guitar strap when it is clearly too short.2/22/2013 I fired off an email to LEVY and the long and ""short"" of all this is you will have to fork over another $30 to buy an extendo for this strap. I don't quite understand why they don't make the strap long enough to start with other than the fact they can extract another $30 to make it work right in the first place.  here's a link to the extendo optionLEVY'S LEATHERS MMGXL-2.5-BRN STRAP EXTENDER http://www.amazon.com/LEVYS-LEATHERS-MMGXL-2-5-BRN-STRAP-EXTENDER/dp/B00BH5N91E/ref=sr_1_2?ie=UTF8&qid;=1361565768&sr;=8-2&keywords;=MMGXL-2.5  the irony here is I managed to buy the last one for the immediate future.This is just another case of caveat emptor for all buyers to consider. I got the extendo strap and it does not match the original so now I have this cobbled up looking guitar strap. It's sort of like wearing a suede shoe on one foot and a polished leather shoe on the other.  I will keep this strap but sure feel like I've been had on this purchase... the terms bait and switch come to my mind."	0
"It's really not a 200w system.  The booklet even says it is only 100 watts, and I doubt it is really even that powerful.  The wireless microphone only works when you put your mouth about an inch from it.  My Shure XLR wired microphones do not work with it even with an adapter plug.  The instrument input works OK with my Taylor guitar, but it's not 100 watts loud.  I guess it's OK as a portable guitar amp in a small venue without any vocals."	0
"I bought this brand because I have one of their mic stand mounts (for iPhone) which I like a lot.Pros:The clips did a good job holding my iPad Mini without having to remove the folio type cover (Marware Axis).Quality seems acceptable for the price, the ball swivel works well.Cons:It's too heavy for my mic stands.  I tried it on the boom arm and it made it top-heavy and unstable.  If the boom is positioned in a very upright position it's ok, but a boom pointed up defeats the purpose!The clamp which holds the base to the stand is big and cumbersome.I had high hopes for this one but it's not going to work for me.  I have returned it and ordered a different ChargerCity model, the one with the lever-type mount."	0
"I use these in my home studio as INSERTS and they work great. No complaints.On a side note, I always clean all my cables with CAIG DeoxIT Gold G5 Spray Contact Conditioner 5 oz.and hightly recommend it to all musicians, you will hear the differnce. I also spray a q-tip and and clean all the jacks on my guitars and instruments."	1
"Installed on two guitars and I love them! I can switch out many different guitar straps without worrying that they will fall off. Great product, would recommend to any guitar player!"	1
These Martin strings (M170) aren't bad. They just are not the sound I was looking for. I ended up like the Ernie Ball Earthwood extra light instead. The Martin's are little shallow on the low end unlike the Ernie Ball. Other people will love them though. They are easy to play.	1
"I bought this cable for my band's live show setup.  I bought it almost a year ago and still currently use it for the same application.  While not the best quality cable, the length and price make it a good value for the money, especially if you're buying several at a time.  I don't use these cables in the studio but for live, they're fine.  I'd recommend this cable if you're on a budget and looking to buy several at a time.  If you're only going to buy one, I'd look into Canare or Mogami, they're a little bit more expensive but easy to get and worth the price."	1
"My guitar originally came with D'Addrio exp and they sounded good. I replaced them with Elixir nanoweb coated strings and they also sounded good, but the finish was wearing fast. This time I got a 3 pack of EJ16-3d light. The were easy to put on and have held up well other than tarnishing quickly.But the sound is the problem. It's terrible. They sound very muddy. Crisp tone distinction is just not there. I thought light would be the better route, but now I'm not sure. I purchased some others to try. Also, since a purchased a 3 pack. I may just change the strings completely again to see If I just have some dead strings."	0
"It's a lot smaller than the picture makes it look, but that's a good thing. It serves it purpose and fits snugly between the strings on the headstock."	1
This cable seems like it will last me for a while. As it is only being used to connect a DI box it will not get abused as much as the vocal mics always do.	1
"Second one I bought. Lousy build quality and only lasted 3 months. Went through two of these before I learned my lesson. Don't waste your money on this junk. I love Planet Waves stuff normally, but these are junk."	0
This pedal is very well constructed but it goes through batteries like CRAZY! You will want to get a power supply if you opt for this unit.I'm not too fond of the sound quality of the reverb either- there are a LOT of better sounding units out there but some folks might find it acceptable.Over all I would not recommend this product.	0
"This thing is like a magic Spray! Hah!Seriously... I used this on noisy hinges, car doors, etc.I really bought it to clean the POTs (volume controls and knobs) on my Guitars, pedals and equipment. It really does work and gets rid of the static noise you get when you turn your volume control on your radio or guitar for example."	1
"I bought this to use with my keyboard. I wasn't really aware that there were other options for keyboard pedals. It doesn't work as smoothly as the pedals do on an acoustic piano, which is what I'd always used. Doesn't have the same feel either. Nowhere close.In my opinion, a sustain pedal like the M-Audio SP-2 Sustain Pedal with Piano Style Action or other similar pedal is a much better choice. The price difference is only a few dollars and the feel and action are so much better. The only thing I've found the Yamaha FC-5 Sustain Pedal is good for is taking up space in a drawer where I keep my electric guitar pedals."	0
"First we have to realize this is not a $200 pickup or even a $50 pickup.  It's less than ten bucks.It has a specially-designed clamp that is good for attaching it to the sound hole of a guitar.  As such it is not going to work for an instrument without a considerable-size sound hole.  It also will tend to get in the way of those who play directly over the sound hole, as it is quite easy to hit and will pick up any contact noise.It is more sensitive than cheaper competitor devices.  Unless you run it directly into the amp within a distance of 8 ft you are also going to need a 1/4"" to 1/4"" coupler (to allow it to connect to an extension guitar cord).  You will need such extension as this tends to have significant feedback issues if the amp is too close or facing the guitar.It is a passive pickup, so you will need either an amp with a passive-specific input or a preamp mixer or other preamp device. If you don't have a preamp system, this will do you no good.So because of the limitations I rate it as above.  For what it does though-- providing a passive pickup that can be quickly switched out between instruments, it does okay.  I believe there are better pickup concepts out there for about the same amount of money, including adhesive-disk mikes.  I would prefer to permanently mount a pickup of some kind and there are many low-cost pickups out there to choose from.  But this is a slightly different concept (removable) that for the price is worth checking in to."	0
"Monster makes a wide array of cables, including some that are very high end. I initially purchased a pair ofMonster Rock Instrument Cable - 21 Feet - Angled to Straight 1/4-Inch plugto use with my keyboards, but when it came time to purchase cables for my bass and guitar I thought I'd pinch a few pennies.  I am so glad I did.I compared this cable model to the more expensive models I previously purchased and, aside from looks, could not detect any difference in sound. I Swapped back and forth between my guitars and keyboards, ensuring that each model was used on each instrument - still no difference.What the more expensive model has going for it is looks. I am not sure it (the higher priced model) is even more sturdy because the molded stress relief ends on this model seem to make it more reliable than its pricier sibling.Bottom line: carefully compare both cables using your own instrument and amp - if possible - before making a purchase decision. You may find, as I did, that higher price does not necessarily equal higher value, even from the same manufacturer."	1
"First off, the shipping was fantastic. It shipped the very next day and came VERY well protected in perfect condition. It is an extremely well made and solid product. I think a few people have given this Les Paul a rep of just being a ""Starter Guitar"". Trust me when I say, I have no problem leaving my Les Paul Standard at home and taking this one to a gig. It plays well and the sound?? INCREDIBLE. It even has a great acoustic sound to it when not plugged into an amp. I can't say enough good things about this guitar it's that good. If you're thinking aout buying this guitar, don't. Just buy it!! BUY IT!!"	1
I use this cord in my church to run from my pedalboard to my amp (which is in a soundproof box). The cord is reliable and clean sounding. I like it and have used HOSA products in the past with confidence. Excellent cord. Hopefully this review will be usefull to you.	1
"Based upon some of the other reviews, I feel I got a different product, as it didn't fit the descriptions given by others. I ordered two of these, and both were very thin material, not sturdy at all. Second, both straps were not adjustable to 59&#34;. Both mine measured 45&#34; from strap button hole to strap button hole, fully-extended. They are useless to me, as my guitar, a dreadnought, covers the middle of my chest when I put it on. I believe I was given a substitute product, since when I ordered these straps, the price was just $1.00, and now they're back up to $4.95 as I write this. I'm really sick of these Amazon substitutions. For what I paid, I won't bother returning them...not worth the hassle. I will donate them to a local music teacher who has students with smaller guitars. Very disappointed. Warning...if you see a price drop below $4.95, don't buy...it's probably not the product that's described here."	0
"When I first started setting up my little studio, I wanted something that didn't break the budget.  I tried a couple different combo pedal boards, (Digitech 500, Boss ME-70), but quickly realized I wasn't getting my sound and the money was quickly drying up.  With not much left, I tried a Tuna Melt as an example of Danelectro.  Who would think?  This thing is stunning in its ability to manufacture vintage tremolo sounds, as are most of this line of pedals.  I now own about 12-14 of these of all types, and have never been dissapointed save it's very hard to chain them without a lot of noise.Then I got into guitar building, and they all got put away.  Lately, I have been trying to make time to improve my playing skills, and joy of joys! I am rediscovering all these pedals and I absolutely love them.Forget the FAB series, they are not so hot.  Buy the old style as the Tuna Melt, or the big metal ones like the Dan Echo.  You will NOT be sorry!"	1
"I use this for Video Exchanges on a guitar instruction website. It's perfect for vocals, podcasting, video recording and so forth. Shure makes excellent stuff. What's also great is you save some money as an XLR cable is included. I'm very happy with this purchase."	1
"My hopes for this pad was that it would be soft a sqishy on my shoulder.  The gel is pretty dense, so it's kind of hard and squishy and very heavy!  I found that it just added more weight.  I'm not using it.  I would look elswhere for a different product."	0
"This does work as described.  It arrives without any instructions whatsoever but its fairly obvious to figure out.  The reason I only gave it two stars however is because I find it so uncomfortable!  Its quite hard on your collarbone.  I have added foam to it and now it works well, but I suspect one might be better just buying a foam one in the first place."	0
"I tried the Dean Markley Blue Steel Light accoustic strings on my Takamine guitar, and will soon replace them.  On quality control, the high E steel string in the set looks bad with dark spots on it, two of which show after stringing the guitar.  String did not break as I rather expected, but it looks bad.  On sound, these seemed okay at first, but I still find it hard to keep in tune after a week, especially the high B and E steel strings, which just don't sound that good to me.  And I find the low E wound string notes tend to be too high as I move up the neck, more so than other sets I have used.Guess I'll go back to D'Addario and Ernie Ball."	0
"While the Shure SM58LC Shure SM58 Vocal Microphone seems to be the running staple for live performance vocals, and rightly so due to its comparative value and amazing quality in sound and craftsmanship, the Beta 58A needs to be given its due. The Beta 58A is an amazing dynamic microphone that might alleviate some of the stress associated with its more cost efficient cousin. That is, the Beta 58A, in the confined live scenarios in which I have utilized it, has demonstrated a much broader sweet spot and completely eliminated some severe feedback issues. For vocalists that like to pull back from the mic a touch to really belt those sustained high (or, really, any) notes the Beta is a dream. This same effect helps if one is experiencing sibilance or ""popping"" complications and needs to sing past the microphone as opposed to directly into it.While I wish that I had a better understanding from a sound engineering standpoint so that the technical specifics could be expounded upon, I can confidently say that the Beta 58A is the best vocals microphone that I have ever utilized aside from higher end condenser mics in an isolated environment. Quite honestly, I would not be at all surprised if the Beta compared well even in confined recording situations. The bottom line is that the Beta 58A might be more expensive than its popular cousin, the SM58, but it is worth every penny. Anyone who has the opportunity should give it a chance to demonstrate its superiority. Six out of five stars!"	1
Monster makes the best cables and a lifetime warranty doesnt hurt either. This isnt their top of the line series but it works great with my bass guitar rig and has for some time. You cant go wrong with Monster Cables.	1
It's a good ideal but the big problem I have is if Ya are using a tube Amp. ( have a 65' Twin Reverb Fender tube ) Ya get one HELL of a HUM. It's so bad I just can't use it at all. I'm not sure about a transistor Amp. but who uses those ????	0
"I thought I could take the smell. I couldn't.Otherwise it would be a decent deal and not bad sounding.The case is nice too, but everything smells like the Chinese rubber smell at Harbor Freight Tools. (sulfur?)I tried airing it out for a week with no success.If you have no sense of smell, get one."	0
"As I've heard with the Pyle Pro amps, I received mine today, and it was defective. Only one channel worked, and it definitely looked like it took a beating before it arrived at my doorstep. The packaging was very good though, so I'm  thinking this looks like a refurb/used, and they listed it as new. Already printed the return shipping label, and it will head back to the Amazon warehouse on Monday..."	0
"A little story to back these lock's integrity.  I installed them on a Korean made Washburn WG-587v.  Incredible guitar after tweaking.  I did a guitar spin at a show and the guitar went flying.  The strap lock was still on the strap and locked into the holder.  The screw had ripped out of the horn of the guitar!  The screw tore through about a half inch of solid wood (and I epoxy all my screws in) before the strap lock broke.  Amazing.Nice, tough hardware.  The only complaint I have is that you must use screws with small heads if you choose not to use the stock screws provided.  Easy to install, just unscrew your stock strap holder and screw in the lock holder.  Attach the lock to your strap and BAM quick release system.  Fast to take on and off of your guitar.I would suggest getting a tough, thick leather strap with a nice reinforced eye to install the quick release button in, cheap lightweight straps will eventually start to tear.  Also, the button can be a slight pain to get on certain straps.I have now switched over to DiMarzio clip lock straps instead of the leather straps with Dunlop locks for many reasons and I am very happy, but this product is GRADE A! I always felt 100% secure with these straplocks.  Our bass player uses some expensive (and heavy) Fender basses and he loves these strap locks."	1
"...is a must if you have any of the Danelectro/FAB pedals.  As anyone who has one of these pedals knows they eat 9-volts like candy, this is the solution.  You get one of these and hook it up to a power splitter (Search for Visual Sound One Spot Multi-Plug 5 Cable) and you are good to go for up to 5 pedals!  No more battery swaps, no more searching for a 9-volt every 5 minutes..."	1
"The pots on my bass has become &#34;scratchy&#34; so I sprayed a bit into them, turn the pots back and forth a few times and no more noise. Great for what I needed."	1
"Wow, you would have thought this was the Holy Grail when it arrived at my house.  My son practically ran to the UPS man when the truck pulled up.  He is thrilled with this guitar.  Great purchase."	1
Bought this for a friend. Cheap plastic enclosure. Affects noticeably your guitars tone and is not exactly a useable delay. He tried to use it for his cleans for our punk ska band but there was no messing with the controls to get a suitable delay. Stay away from this one and get a better used pedal.	0
